spot_id,spot_name,lat,lon,count,spot_types,is_parking
333,マクドナルド ららぽーと門真店,34.732728,135.585376,7,"[""cafe"", ""store"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
334,ラストル,34.744255,135.763141,6,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
335,ダイニングルーム,34.636665,135.450491,6,"[""subpremise"", ""point_of_interest"", ""establishment""]",False
336,産直市場よってって 秋篠店,34.71025,135.7746095,6,"[""grocery_or_supermarket"", ""point_of_interest"", ""store"", ""food"", ""establishment""]",False
337,セブン-イレブン 生駒鹿畑町店,34.728203,135.752431,6,"[""convenience_store"", ""atm"", ""finance"", ""store"", ""food"", ""point_of_interest"", ""establishment""]",False
338,ルビアン,34.725631500000006,135.7503025,6,"[""laundry"", ""point_of_interest"", ""establishment""]",False
339,MARUWAアパマン富雄店,34.693253,135.734378,6,"[""real_estate_agency"", ""point_of_interest"", ""establishment""]",False
340,うどん＋食彩 いな田,34.71793,135.73223,6,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
341,（株）丸菱 関西営業所,34.7079105,135.8070465,6,"[""point_of_interest"", ""establishment""]",False
342,学際融合領域研究棟1号館,34.730366,135.734641,6,"[""university"", ""point_of_interest"", ""establishment""]",True
343,中央ゴム工業所,34.994666,135.712203,6,"[""car_repair"", ""point_of_interest"", ""store"", ""establishment""]",False
344,生駒駅南自動車駐車場,34.690996,135.698263,6,"[""parking"", ""point_of_interest"", ""establishment""]",False
345,ナマステインディアレストラン,34.708291,135.705815,6,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
346,きみや,34.7292,135.74677,6,"[""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",False
347,イオンモール高の原,34.725608,135.790215,6,"[""shopping_mall"", ""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",False
348,サイエンスプラザ（バス）,34.734543,135.732265,6,"[""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment""]",False
349,まいどおおきに食堂 秋篠食堂,34.708969499999995,135.7784005,6,"[""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",False
350,ひかり塾 精華台校,34.752741,135.786636,6,"[""school"", ""point_of_interest"", ""establishment""]",False
351,牧野司法書士事務所,34.68293,135.803693,6,"[""point_of_interest"", ""establishment""]",False
352,（有）無限損保ライフ,34.72179,135.751378,6,"[""insurance_agency"", ""point_of_interest"", ""establishment""]",False
353,鹿ノ台こぶし公園,34.730635500000005,135.751684,6,"[""park"", ""point_of_interest"", ""establishment""]",False
354,生駒山万葉歌碑 (生駒市体育協会S.C.),34.713248,135.7099925,6,"[""tourist_attraction"", ""point_of_interest"", ""establishment""]",False
355,かっぱ寿司 奈良二名店,34.707376,135.730365,6,"[""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
356,株式会社Arch,34.741586,135.722893,6,"[""point_of_interest"", ""establishment""]",False
357,眼鏡市場 東登美ヶ丘店,34.717803,135.757645,6,"[""health"", ""store"", ""point_of_interest"", ""establishment""]",False
358,ユーポス生駒店,34.713566,135.70388,6,"[""car_dealer"", ""point_of_interest"", ""local_government_office"", ""store"", ""establishment""]",False
359,澤田珈琲,34.715026,135.7494145,6,"[""cafe"", ""point_of_interest"", ""store"", ""food"", ""establishment""]",False
360,四季の森公園（バス）,34.725683,135.726393,6,"[""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment""]",False
361,くろんど池自然公園,34.762838,135.714538,6,"[""tourist_attraction"", ""park"", ""point_of_interest"", ""establishment""]",False
362,(株)福屋不動産販売 学園前店,34.687443,135.752083,6,"[""real_estate_agency"", ""point_of_interest"", ""establishment""]",False
363,カラオケレインボー精華光台店,34.7458775,135.7664035,6,"[""bar"", ""point_of_interest"", ""establishment""]",False
364,EV充電スポット,34.670465,135.75561299999998,6,"[""point_of_interest"", ""establishment""]",False
365,大和アルミ工業（株）,34.705951,135.696811,6,"[""general_contractor"", ""point_of_interest"", ""establishment""]",False
366,鹿ノ台自治連合会事務所,34.734106,135.748778,6,"[""point_of_interest"", ""establishment""]",False
367,TAC井出山スポーツパーク屋内温水プール TACきらめき,34.652363,135.70664,6,"[""spa"", ""gym"", ""health"", ""point_of_interest"", ""establishment""]",False
368,サーティワンアイスクリーム 奈良押熊店,34.720558,135.771093,6,"[""bakery"", ""restaurant"", ""point_of_interest"", ""store"", ""food"", ""establishment""]",False
369,セブン-イレブン 奈良中登美ヶ丘３丁目店,34.719023,135.746285,6,"[""convenience_store"", ""atm"", ""finance"", ""point_of_interest"", ""store"", ""food"", ""establishment""]",False
370,ＵＲ奈良 学園前,34.699915,135.751771,6,"[""point_of_interest"", ""establishment""]",False
371,アルション 東生駒本店,34.707899,135.70631550000002,6,"[""bakery"", ""restaurant"", ""point_of_interest"", ""store"", ""food"", ""establishment""]",False
372,MEGAドン・キホーテUNY精華台店,34.747026,135.770468,6,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",False
373,城南タクシー,34.737273,135.821826,6,"[""point_of_interest"", ""establishment""]",False
374,カワイ音楽教室奈良事務所,34.69673,135.78555899999998,6,"[""point_of_interest"", ""establishment""]",False
375,樋の平（バス）,34.7285005,135.7532365,6,"[""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment""]",False
376,Honda Cars 奈良中央 学園前店,34.684126,135.754093,5,"[""car_dealer"", ""store"", ""point_of_interest"", ""establishment""]",False
377,ツーリスト企画 高の原営業所,34.722548,135.789553,5,"[""travel_agency"", ""point_of_interest"", ""establishment""]",False
378,毎日おいしいオーガニック かんとりい,34.721849000000006,135.758415,5,"[""point_of_interest"", ""store"", ""establishment""]",False
379,奈良県立国際高等学校,34.721325,135.74175,5,"[""secondary_school"", ""point_of_interest"", ""school"", ""establishment""]",False
380,越後 押熊店,34.720113,135.765955,5,"[""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",False
381,XLARGE/X-girl,34.731428,135.585635,5,"[""clothing_store"", ""store"", ""point_of_interest"", ""establishment""]",False
382,坂本工務店,34.717058,135.772878,5,"[""general_contractor"", ""point_of_interest"", ""establishment""]",False
383,（株）今村化学工業 白蟻研究所,34.6699955,135.7888615,5,"[""home_goods_store"", ""store"", ""point_of_interest"", ""establishment""]",False
384,WAY書店 TSUTAYA奈良押熊店,34.720783,135.765865,5,"[""book_store"", ""movie_rental"", ""store"", ""point_of_interest"", ""establishment""]",False
385,株式会社ファミリーマート奈良事務所,34.7205805,135.770411,5,"[""point_of_interest"", ""establishment""]",False
386,コイン精米機,34.731131500000004,135.7552505,5,"[""point_of_interest"", ""establishment""]",False
387,ハウスオブローズ,34.936751,135.755188,5,"[""point_of_interest"", ""establishment""]",False
388,高山製菓株式会社,34.739692000000005,135.7208535,5,"[""store"", ""food"", ""point_of_interest"", ""establishment""]",False
389,近鉄高の原駅前-レンタルバイク[ベストBike®︎],34.722565,135.790671,5,"[""point_of_interest"", ""establishment""]",False
390,イノブン 高の原店,34.724358,135.791255,5,"[""home_goods_store"", ""point_of_interest"", ""store"", ""establishment""]",False
391,倉田歯科医院,34.6903955,135.7353095,5,"[""health"", ""point_of_interest"", ""establishment""]",False
392,ほけんの窓口 松井山手店,34.841201,135.714253,5,"[""insurance_agency"", ""point_of_interest"", ""health"", ""establishment""]",False
393,（株）ベルコ 東生駒駅前ホール,34.691315,135.711051,5,"[""point_of_interest"", ""establishment""]",False
394,本家かまどや 山田川店,34.737837,135.79316649999998,5,"[""store"", ""food"", ""point_of_interest"", ""establishment""]",False
395,patisserie chocolaterie emera,34.692931,135.7354985,5,"[""bakery"", ""point_of_interest"", ""store"", ""food"", ""establishment""]",False
396,幸生堂薬局 生駒店,34.724035,135.72499,5,"[""pharmacy"", ""health"", ""point_of_interest"", ""store"", ""establishment""]",False
397,（有）槙原不動産鑑定所,34.685431,135.716945,5,"[""finance"", ""point_of_interest"", ""establishment""]",False
398,奈良先端科学技術大学院大学 学生宿舎,34.733561,135.73597,5,"[""school"", ""point_of_interest"", ""establishment""]",True
399,麺屋NOROMA,34.6663155,135.8190795,5,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
400,生駒北スポーツセンター（バス）,34.769299000000004,135.711125,5,"[""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment""]",False
401,EV充電スタンド,34.7217415,135.7440465,5,"[""point_of_interest"", ""establishment""]",False
402,駐車場,34.747158,135.771021,5,"[""premise"", ""parking"", ""point_of_interest"", ""establishment""]",False
403,ローソン銀行ＡＴＭ 奈良三条大路共同出張所,34.682273,135.79754,5,"[""atm"", ""finance"", ""point_of_interest"", ""establishment""]",False
404,（社）奈良県警備業協会,34.6880355,135.80956600000002,5,"[""point_of_interest"", ""establishment""]",False
405,国立国会図書館 関西館,34.743388,135.769309,5,"[""library"", ""point_of_interest"", ""establishment""]",False
406,VENTIMIGLIA（ヴァンティミリア）,34.6878215,135.752864,5,"[""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",False
407,西奈良コンタクトレンズ,34.695313,135.736451,5,"[""point_of_interest"", ""doctor"", ""health"", ""establishment""]",False
408,駐車場,34.708833,135.823839,5,"[""premise"", ""parking"", ""point_of_interest"", ""establishment""]",False
409,奈良県総合医療センター,34.662828,135.766158,5,"[""health"", ""point_of_interest"", ""establishment""]",False
410,押上町（バス）,34.686409,135.834508,5,"[""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment""]",False
411,林写真館,34.751669,135.868589,5,"[""electronics_store"", ""home_goods_store"", ""store"", ""point_of_interest"", ""establishment""]",False
412,ケーズデンキ 高の原店,34.721506,135.79089,5,"[""electronics_store"", ""store"", ""point_of_interest"", ""establishment""]",False
413,うさぎホーム,34.673056,135.76334,5,"[""point_of_interest"", ""establishment""]",False
414,フィトンチッドジャパン,34.74605,135.763975,5,"[""store"", ""point_of_interest"", ""establishment""]",False
415,高の原法律事務所,34.723326,135.789743,5,"[""point_of_interest"", ""establishment""]",False
416,守衛室,34.68794,135.82969,5,"[""point_of_interest"", ""establishment""]",False
417,アースサポート奈良,34.68675,135.82602,5,"[""point_of_interest"", ""establishment""]",False
418,ゲストハウス 奈良日和り,34.68691,135.82391,5,"[""lodging"", ""point_of_interest"", ""establishment""]",False
419,CAMPING PORT,34.72932,135.73789,5,"[""park"", ""point_of_interest"", ""establishment""]",False
420,ドミノ・ピザ生駒店,34.68582,135.71469,5,"[""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",False
421,三郷町商工会,34.601823,135.69639,5,"[""point_of_interest"", ""establishment""]",False
422,赤膚山元窯古瀬尭三,34.673265,135.764333,5,"[""place_of_worship"", ""point_of_interest"", ""establishment""]",False
423,幸庵 京都乾谷店,34.730134,135.77108049999998,5,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
424,Cafe'Marble.25,34.6856035,135.711101,4,"[""cafe"", ""bakery"", ""restaurant"", ""food"", ""store"", ""point_of_interest"", ""establishment""]",False
425,ローソン銀行ＡＴＭ 木津川山城共同出張所,34.7504805,135.832787,4,"[""atm"", ""finance"", ""point_of_interest"", ""establishment""]",False
426,SAKURA TERRACE THE ATELIER（サクラテラス ザ・アトリエ）,34.98074,135.759138,4,"[""lodging"", ""point_of_interest"", ""establishment""]",False
427,ゆめはんな歯科クリニック,34.724348,135.750913,4,"[""health"", ""point_of_interest"", ""establishment""]",False
428,Panasonic shop （株）パナックイトウ,34.734023,135.747943,4,"[""point_of_interest"", ""home_goods_store"", ""store"", ""establishment""]",False
429,三井のリハウス 学園前センター,34.697106,135.74877,4,"[""real_estate_agency"", ""point_of_interest"", ""establishment""]",False
430,府民の森ほしだ園地,34.755011,135.689613,4,"[""park"", ""point_of_interest"", ""establishment""]",False
431,ロッカーハウスL5,34.604037000000005,135.4408565,4,"[""point_of_interest"", ""establishment""]",False
432,コスモ石油 セルフ外環四条畷 SS (コスモ石油販売大阪カンパニー),34.746633,135.631671,4,"[""gas_station"", ""car_repair"", ""point_of_interest"", ""establishment""]",False
433,ル・パティシエ・ヤマダ,34.7452925,135.75375350000002,4,"[""bakery"", ""cafe"", ""food"", ""store"", ""point_of_interest"", ""establishment""]",False
434,Ｋ'ｓドッグスクール,34.72145,135.768906,4,"[""point_of_interest"", ""establishment""]",False
435,おやつカンパニー 森工場,34.6886,136.425033,4,"[""food"", ""point_of_interest"", ""establishment""]",False
436,クリーニング ルビー アピタタウンけいはんな店,34.746043,135.769081,4,"[""laundry"", ""point_of_interest"", ""establishment""]",False
437,カーブス 押熊,34.719963,135.766776,4,"[""gym"", ""spa"", ""health"", ""point_of_interest"", ""establishment""]",False
438,メッサオークワ 北登美ヶ丘店,34.724308,135.769406,4,"[""supermarket"", ""grocery_or_supermarket"", ""food"", ""store"", ""point_of_interest"", ""establishment""]",False
439,生駒市 清掃リレーセンター,34.688378,135.719001,4,"[""point_of_interest"", ""establishment""]",False
440,ウエルシア相楽精華台店,34.74829,135.781548,4,"[""drugstore"", ""health"", ""point_of_interest"", ""store"", ""establishment""]",False
441,精華町立精華南中学校,34.733371,135.782078,4,"[""school"", ""point_of_interest"", ""establishment""]",False
442,草々,34.73137,135.722006,4,"[""store"", ""point_of_interest"", ""establishment""]",False
443,ユウユウ美容室,34.731236,135.81866,4,"[""hair_care"", ""point_of_interest"", ""establishment""]",False
444,登美ヶ丘一丁目（バス）,34.708397000000005,135.749788,4,"[""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment""]",False
445,iPhone・スマホ修理カメラアサヒ ならファミリー店,34.695771,135.78568,4,"[""point_of_interest"", ""establishment""]",False
446,愛犬サロン富雄店,34.7060285,135.7314735,4,"[""point_of_interest"", ""establishment""]",False
447,関西電力送配電（株）奈良配電営業所,34.682735,135.806023,4,"[""point_of_interest"", ""establishment""]",False
448,（株）トーモク 大阪工場,34.732516,135.586506,4,"[""point_of_interest"", ""establishment""]",False
449,歩夢塾,34.712675,135.800595,4,"[""point_of_interest"", ""school"", ""establishment""]",False
450,木津川市文化財整理保管センター お問い合わせ,34.736578,135.820591,4,"[""point_of_interest"", ""establishment""]",False
451,きむら歯科,34.717612,135.733309,4,"[""health"", ""point_of_interest"", ""establishment""]",False
452,磯矢硝子工業 京都工場,34.74071,135.794906,4,"[""point_of_interest"", ""establishment""]",False
453,コストコホールセール 京都八幡倉庫店,34.842157,135.7148995,4,"[""grocery_or_supermarket"", ""pharmacy"", ""car_repair"", ""health"", ""food"", ""point_of_interest"", ""store"", ""establishment""]",False
454,ゆうちょ銀行 奈良店,34.6987405,135.7518855,4,"[""bank"", ""finance"", ""point_of_interest"", ""establishment""]",False
455,平野集会所,34.709425,135.731221,4,"[""church"", ""place_of_worship"", ""point_of_interest"", ""establishment""]",False
456,魚魚膳,34.726311,135.749473,4,"[""store"", ""food"", ""point_of_interest"", ""establishment""]",False
457,高の原駅西管理サービス事務所,34.725716,135.788151,4,"[""real_estate_agency"", ""point_of_interest"", ""establishment""]",False
458,ABCハウジング 奈良・登美ヶ丘住宅公園,34.721681,135.742868,4,"[""general_contractor"", ""point_of_interest"", ""establishment""]",False
459,コウキ商事 富雄文化教室,34.695388,135.734558,4,"[""school"", ""point_of_interest"", ""establishment""]",False
460,丸源ラーメン 二条大路店,34.6847775,135.7917835,4,"[""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
461,生駒市民体育館駐車場,34.688263,135.690561,4,"[""parking"", ""point_of_interest"", ""establishment""]",False
462,EV充電スタンド,34.7188205,135.721854,4,"[""point_of_interest"", ""establishment""]",False
463,かんてき家,34.709545500000004,135.754515,4,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
464,ドコモショップ学研北生駒店,34.7242565,135.7215055,4,"[""point_of_interest"", ""store"", ""establishment""]",False
465,スターバックス コーヒー 神戸メリケンパーク店,34.681448,135.188055,4,"[""meal_takeaway"", ""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment""]",False
466,第一産業（株）,34.73017,135.73746,4,"[""point_of_interest"", ""establishment""]",False
467,ベル不動産コンサルタント（株）,34.722674,135.7261505,4,"[""point_of_interest"", ""establishment""]",False
468,中屋,34.689378500000004,135.7081055,4,"[""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",False
469,木津川台,34.740863,135.775686,4,"[""police"", ""point_of_interest"", ""establishment""]",False
470,ピノスけいはんな,34.745116,135.771203,4,"[""gym"", ""spa"", ""health"", ""point_of_interest"", ""establishment""]",False
471,炭火焼肉 鶴兆 奈良店,34.709745,135.772411,4,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
472,万博記念公園,34.806022,135.52943549999998,4,"[""park"", ""point_of_interest"", ""establishment""]",False
473,まちのカフェVIVO,34.690806,135.812291,4,"[""cafe"", ""point_of_interest"", ""food"", ""establishment""]",False
474,個別指導キャンパス 富雄校,34.694757,135.7336205,4,"[""school"", ""point_of_interest"", ""establishment""]",False
475,セブン-イレブン 交野天野が原町２丁目店,34.7812205,135.67479550000002,4,"[""convenience_store"", ""atm"", ""finance"", ""store"", ""food"", ""point_of_interest"", ""establishment""]",False
476,高の原駅西管理サービス事務所,34.725846,135.787363,4,"[""real_estate_agency"", ""point_of_interest"", ""establishment""]",False
477,カーコンビニ倶楽部 スーパーショップ 奈良押熊店,34.721605,135.771355,4,"[""car_repair"", ""point_of_interest"", ""establishment""]",False
478,ヘアサロン インプルーブ,34.700868,135.696553,4,"[""hair_care"", ""point_of_interest"", ""establishment""]",False
479,第一産業（株）,34.73061,135.73701,4,"[""point_of_interest"", ""establishment""]",False
480,カフェ＆レストランALLAVOLTA,34.998115,135.962043,4,"[""restaurant"", ""point_of_interest"", ""establishment""]",False
481,中秀石材店,34.735575,135.690141,4,"[""point_of_interest"", ""establishment""]",False
482,駐車場,34.6004205,135.44793800000002,4,"[""premise"", ""parking"", ""point_of_interest"", ""establishment""]",False
483,KINSHO学園前店,34.698348,135.751025,4,"[""grocery_or_supermarket"", ""food"", ""store"", ""point_of_interest"", ""establishment""]",False
484,防賀川公園 駐車場,34.8143,135.7779425,4,"[""parking"", ""point_of_interest"", ""establishment""]",False
485,奈良トヨペット 登美ヶ丘店,34.72269,135.750016,4,"[""car_dealer"", ""point_of_interest"", ""store"", ""establishment""]",False
486,合同会社ヒートテック,34.9310155,135.69518399999998,4,"[""point_of_interest"", ""establishment""]",False
487,山陵八幡神社,34.702358,135.78589,4,"[""place_of_worship"", ""point_of_interest"", ""establishment""]",False
488,ホリーガーデン:有限会社堀口建装,34.989395,135.714343,4,"[""point_of_interest"", ""establishment""]",False
489,郡電気商会,34.621168999999995,135.5123645,4,"[""point_of_interest"", ""establishment""]",False
490,かつアンドかつ 精華町店,34.744558,135.766195,4,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
491,スーパーセンターオークワ 生駒上町店,34.722313,135.721728,4,"[""supermarket"", ""grocery_or_supermarket"", ""store"", ""food"", ""point_of_interest"", ""establishment""]",False
492,国立国会図書館 関西館 駐車場,34.74374,135.771453,4,"[""parking"", ""point_of_interest"", ""establishment""]",False
493,手芸センタードリーム ムサシ京都八幡店,34.8402225,135.7189305,4,"[""store"", ""point_of_interest"", ""establishment""]",False
494,開智義塾山田川校,34.7375855,135.7924145,3,"[""school"", ""point_of_interest"", ""establishment""]",False
495,（株）三輪素麺 たかだ工場,34.5332085,135.8392175,3,"[""point_of_interest"", ""food"", ""establishment""]",False
496,株式会社ATR-Sensetech,34.7459775,135.759814,3,"[""point_of_interest"", ""establishment""]",False
497,駐車場,34.763275,135.715103,3,"[""parking"", ""point_of_interest"", ""establishment""]",False
498,富雄,34.690355,135.73653,3,"[""parking"", ""point_of_interest"", ""establishment""]",False
499,全日本個人飲食店集客塾株式会社,34.702431,135.696915,3,"[""point_of_interest"", ""establishment""]",False
500,宝興産（株）大阪営業所,34.68038,135.619278,3,"[""point_of_interest"", ""establishment""]",False
501,ハウス・コレクション~住育すまう・はぐくむ～,34.673108,135.621111,3,"[""point_of_interest"", ""establishment""]",False
502,（株）京都リビングエフエム カルチャークラブ,34.9344755,135.7653455,3,"[""point_of_interest"", ""establishment""]",False
503,ローソン銀行ＡＴＭ 奈良佐紀町共同出張所,34.697848,135.795861,3,"[""atm"", ""finance"", ""point_of_interest"", ""establishment""]",False
504,ひらかた動物霊園,34.78617,135.724138,3,"[""cemetery"", ""point_of_interest"", ""establishment""]",False
505,古都の風・法律事務所,34.6843895,135.825877,3,"[""point_of_interest"", ""establishment""]",False
506,草々,34.7310885,135.7224615,3,"[""point_of_interest"", ""store"", ""establishment""]",False
507,上武建設（株）,34.721993,135.692506,3,"[""general_contractor"", ""point_of_interest"", ""establishment""]",False
508,河原医院,34.7201395,135.751655,3,"[""doctor"", ""health"", ""point_of_interest"", ""establishment""]",False
509,盗聴盗撮調査 アーサ,34.622685,135.511518,3,"[""point_of_interest"", ""establishment""]",False
510,くろちゃん,34.728808,135.743483,3,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
511,株式会社ベビーフェイス 本社,34.7161,135.736078,3,"[""point_of_interest"", ""establishment""]",False
512,大和織布（有）,34.696355,135.787328,3,"[""point_of_interest"", ""establishment""]",False
513,法壽舎,34.717806,135.746486,3,"[""point_of_interest"", ""establishment""]",False
514,奥西モータープール,34.693278,135.731585,3,"[""real_estate_agency"", ""parking"", ""point_of_interest"", ""establishment""]",False
515,ソフトバンク阪奈二条［ワイモバイル取扱店］,34.68457,135.78888,3,"[""point_of_interest"", ""store"", ""establishment""]",False
516,大吉建設株式会社,34.67004,135.80136,3,"[""general_contractor"", ""point_of_interest"", ""establishment""]",False
517,カフェ＆ベーカリー クラムボン（就労継続支援B型）,34.6914655,135.7199425,3,"[""cafe"", ""point_of_interest"", ""store"", ""food"", ""establishment""]",False
518,奈良県立西和養護学校,34.573101,135.721563,3,"[""school"", ""point_of_interest"", ""establishment""]",False
519,住友林業のリフォーム 奈良支店,34.69113,135.70906,3,"[""general_contractor"", ""point_of_interest"", ""establishment""]",False
520,進学ゼミ・エスト,34.7280895,135.784022,3,"[""school"", ""point_of_interest"", ""establishment""]",False
521,奈良先端大 学生宿舎8,34.734556,135.73585,3,"[""lodging"", ""point_of_interest"", ""establishment""]",True
522,立体駐車場（ミナーラ）,34.6851845,135.80095649999998,3,"[""parking"", ""point_of_interest"", ""establishment""]",False
523,オアシス,34.796638,135.252663,3,"[""point_of_interest"", ""establishment""]",False
524,三井アウトレットパーク 滋賀竜王,35.060938,136.098865,3,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",False
525,奈良先端科学技術大学院大学 先端科学技術研究科 情報科学領域,34.7320905,135.73418450000003,3,"[""university"", ""point_of_interest"", ""establishment""]",True
526,奥村薬局学園前店,34.700398,135.751863,3,"[""pharmacy"", ""point_of_interest"", ""establishment""]",False
527,グリーンガーデン,34.69264,135.73289,3,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
528,しゃぶ葉 奈良押熊店,34.716196,135.778916,3,"[""restaurant"", ""point_of_interest"", ""establishment""]",False
529,ブイテクゴルフ,34.782593,135.7853135,3,"[""point_of_interest"", ""establishment""]",False
530,イオンタウン富雄南,34.667238,135.75767050000002,3,"[""shopping_mall"", ""electronics_store"", ""point_of_interest"", ""store"", ""establishment""]",False
531,イオンモール奈良登美ヶ丘,34.724768,135.74984,3,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",False
532,お好み焼き・鉄板焼き きん太 奈良学園前店,34.685686,135.754426,3,"[""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",False
533,法壽舎,34.717197,135.74668350000002,3,"[""point_of_interest"", ""establishment""]",False
534,EV充電スポット,34.7245455,135.75161400000002,3,"[""point_of_interest"", ""establishment""]",False
535,株式会社三木ホーム,34.697241,135.780101,3,"[""real_estate_agency"", ""point_of_interest"", ""establishment""]",False
536,ヤンマーコイン精米所,34.72842,135.74135,3,"[""point_of_interest"", ""establishment""]",False
537,森本バッティングセンター,34.657819,135.7878905,3,"[""point_of_interest"", ""establishment""]",False
538,北大和一丁目（バス）,34.72484,135.7252,3,"[""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment""]",False
539,BOSS アウトレット 門真店,34.73186,135.585963,3,"[""clothing_store"", ""point_of_interest"", ""store"", ""establishment""]",False
540,花仙堂 精華店,34.752776,135.78748,3,"[""store"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",False
541,和泉設備工業（株） 登美ヶ丘営業所,34.716236,135.744658,3,"[""point_of_interest"", ""establishment""]",False
542,コメダ珈琲店 生駒店,34.726,135.718388,3,"[""cafe"", ""point_of_interest"", ""store"", ""food"", ""establishment""]",False
543,パソコン教室ウィッツクラブ,34.862116,135.677973,3,"[""electronics_store"", ""home_goods_store"", ""point_of_interest"", ""store"", ""establishment""]",False
544,ピザーラ 高の原店,34.721329,135.790174,3,"[""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",False
545,オリエンタルベーカリー 京都工場,34.749522,135.77099149999998,3,"[""bakery"", ""point_of_interest"", ""store"", ""food"", ""establishment""]",False
546,自家製麺 杵屋 生駒近鉄百貨店,34.69406,135.697938,3,"[""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",False
547,プレミール山崎,34.765823,135.642966,3,"[""point_of_interest"", ""establishment""]",False
548,BOOKOFF 東大阪吉原店,34.687334,135.62584049999998,3,"[""book_store"", ""store"", ""point_of_interest"", ""establishment""]",False
549,株式会社プラスワンマインド,34.681133,135.826291,3,"[""restaurant"", ""point_of_interest"", ""store"", ""food"", ""establishment""]",False
550,山桜の園 休憩広場,34.663986,135.661751,3,"[""park"", ""point_of_interest"", ""establishment""]",False
551,社会福祉法人 どんぐり,34.7267345,135.7192565,3,"[""point_of_interest"", ""establishment""]",False
552,鹿ノ台佐保保育園,34.7392155,135.7466435,3,"[""point_of_interest"", ""school"", ""establishment""]",False
553,セカンドストリート奈良法華寺店,34.687968,135.807138,3,"[""furniture_store"", ""home_goods_store"", ""clothing_store"", ""store"", ""point_of_interest"", ""establishment""]",False
554,伊勢津ドライ万代菜畑店,34.683551,135.70642,3,"[""laundry"", ""point_of_interest"", ""establishment""]",False
555,生駒市立老人福祉施設デイサービスセンター 幸楽,34.692766,135.694453,3,"[""health"", ""point_of_interest"", ""establishment""]",False
556,引原司法書士事務所,34.6907,135.708443,3,"[""point_of_interest"", ""establishment""]",False
557,㈱モトーレンティーアイ本部,34.679213,135.813628,3,"[""car_dealer"", ""point_of_interest"", ""store"", ""establishment""]",False
558,BOOKOFF 奈良東山店,34.648703,135.708335,3,"[""electronics_store"", ""book_store"", ""movie_rental"", ""home_goods_store"", ""store"", ""point_of_interest"", ""establishment""]",False
559,インド・ネパール料理 ルンビニ 生駒店,34.695775,135.708808,3,"[""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",False
560,フレンドマート東寝屋川店,34.759099500000005,135.6551075,3,"[""grocery_or_supermarket"", ""atm"", ""supermarket"", ""finance"", ""food"", ""point_of_interest"", ""store"", ""establishment""]",False
561,鍜治田クリニック,34.723613,135.75529,3,"[""point_of_interest"", ""health"", ""establishment""]",False
562,ファミリーマート 木津川相楽店,34.736768,135.798738,3,"[""convenience_store"", ""store"", ""food"", ""point_of_interest"", ""establishment""]",False
563,阪奈中央病院,34.706546,135.69693,3,"[""hospital"", ""doctor"", ""health"", ""point_of_interest"", ""establishment""]",False
564,hair patra.D パトラD,34.690715,135.712226,3,"[""hair_care"", ""point_of_interest"", ""establishment""]",False
565,アルティザン食品株式会社 – キャーヴ・デ・ザルティバー,34.72653,135.717387,3,"[""store"", ""point_of_interest"", ""establishment""]",False
566,みつや皮膚科,34.7176105,135.744968,3,"[""doctor"", ""health"", ""point_of_interest"", ""establishment""]",False
